Departure Time,NDO,Route,Sector,Carrier,Fare,Forecast,Flight No,Departure Hour
24-07-2023,114,BOMDEL,BOMDEL,BB,59,0.65,4567,19:00
25-07-2023,115,BOMDEL,BOMDEL,BB,68,0.91,4567,19:00
26-07-2023,116,BOMDEL,BOMDEL,BB,63,0.68,4567,19:00
27-07-2023,117,BOMDEL,BOMDEL,BB,68,0.95,4567,19:00
28-07-2023,118,BOMDEL,BOMDEL,BB,68,0.94,4567,19:00
29-07-2023,119,BOMDEL,BOMDEL,BB,59,0.78,4567,19:00
30-07-2023,120,BOMDEL,BOMDEL,BB,59,0.72,4567,19:00
31-07-2023,121,BOMDEL,BOMDEL,BB,41,0.67,4567,19:00
01-08-2023,122,BOMDEL,BOMDEL,BB,53,0.92,4567,19:00
02-08-2023,123,BOMDEL,BOMDEL,BB,47,0.78,4567,19:00
03-08-2023,124,BOMDEL,BOMDEL,BB,47,0.67,4567,19:00
04-08-2023,125,BOMDEL,BOMDEL,BB,41,0.64,4567,19:00
05-08-2023,126,BOMDEL,BOMDEL,BB,41,0.67,4567,19:00
06-08-2023,127,BOMDEL,BOMDEL,BB,53,0.84,4567,19:00
07-08-2023,128,BOMDEL,BOMDEL,BB,41,0.69,4567,19:00
08-08-2023,129,BOMDEL,BOMDEL,BB,59,0.95,4567,19:00
09-08-2023,130,BOMDEL,BOMDEL,BB,41,0.79,4567,19:00
10-08-2023,131,BOMDEL,BOMDEL,BB,53,1.07,4567,19:00
11-08-2023,132,BOMDEL,BOMDEL,BB,47,0.85,4567,19:00
12-08-2023,133,BOMDEL,BOMDEL,BB,41,0.77,4567,19:00
13-08-2023,134,BOMDEL,BOMDEL,BB,41,0.71,4567,19:00
14-08-2023,135,BOMDEL,BOMDEL,BB,53,1.15,4567,19:00
15-08-2023,136,BOMDEL,BOMDEL,BB,41,0.78,4567,19:00
16-08-2023,137,BOMDEL,BOMDEL,BB,53,0.88,4567,19:00
17-08-2023,138,BOMDEL,BOMDEL,BB,41,0.65,4567,19:00
18-08-2023,139,BOMDEL,BOMDEL,BB,41,0.64,4567,19:00
19-08-2023,140,BOMDEL,BOMDEL,BB,53,0.95,4567,19:00
20-08-2023,141,BOMDEL,BOMDEL,BB,41,0.78,4567,19:00
21-08-2023,142,BOMDEL,BOMDEL,BB,41,0.64,4567,19:00
22-08-2023,143,BOMDEL,BOMDEL,BB,41,0.56,4567,19:00
23-08-2023,144,BOMDEL,BOMDEL,BB,53,0.85,4567,19:00
24-08-2023,145,BOMDEL,BOMDEL,BB,53,0.96,4567,19:00
25-08-2023,146,BOMDEL,BOMDEL,BB,59,1.08,4567,19:00
26-08-2023,147,BOMDEL,BOMDEL,BB,41,0.83,4567,19:00
27-08-2023,148,BOMDEL,BOMDEL,BB,41,0.72,4567,19:00
28-08-2023,149,BOMDEL,BOMDEL,BB,41,0.74,4567,19:00
29-08-2023,150,BOMDEL,BOMDEL,BB,53,0.95,4567,19:00
30-08-2023,151,BOMDEL,BOMDEL,BB,36,0.81,4567,19:00
31-08-2023,152,BOMDEL,BOMDEL,BB,41,1.15,4567,19:00
01-09-2023,153,BOMDEL,BOMDEL,BB,31,0.87,4567,19:00
02-09-2023,154,BOMDEL,BOMDEL,BB,36,0.78,4567,19:00
03-09-2023,155,BOMDEL,BOMDEL,BB,36,0.69,4567,19:00
04-09-2023,156,BOMDEL,BOMDEL,BB,22,0.63,4567,19:00
05-09-2023,157,BOMDEL,BOMDEL,BB,36,0.95,4567,19:00
06-09-2023,158,BOMDEL,BOMDEL,BB,22,0.73,4567,19:00
07-09-2023,159,BOMDEL,BOMDEL,BB,31,1.13,4567,19:00
08-09-2023,160,BOMDEL,BOMDEL,BB,22,0.85,4567,19:00
09-09-2023,161,BOMDEL,BOMDEL,BB,27,0.76,4567,19:00
10-09-2023,162,BOMDEL,BOMDEL,BB,36,1.04,4567,19:00
11-09-2023,163,BOMDEL,BOMDEL,BB,36,0.82,4567,19:00
12-09-2023,164,BOMDEL,BOMDEL,BB,22,0.64,4567,19:00
13-09-2023,165,BOMDEL,BOMDEL,BB,31,0.59,4567,19:00
14-09-2023,166,BOMDEL,BOMDEL,BB,22,0.68,4567,19:00
15-09-2023,167,BOMDEL,BOMDEL,BB,22,0.62,4567,19:00
16-09-2023,168,BOMDEL,BOMDEL,BB,22,0.76,4567,19:00
17-09-2023,169,BOMDEL,BOMDEL,BB,36,0.84,4567,19:00
18-09-2023,170,BOMDEL,BOMDEL,BB,22,0.72,4567,19:00
19-09-2023,171,BOMDEL,BOMDEL,BB,22,0.63,4567,19:00
20-09-2023,172,BOMDEL,BOMDEL,BB,36,0.82,4567,19:00
21-09-2023,173,BOMDEL,BOMDEL,BB,36,1.01,4567,19:00
22-09-2023,174,BOMDEL,BOMDEL,BB,47,1.14,4567,19:00
23-09-2023,175,BOMDEL,BOMDEL,BB,41,1.13,4567,19:00
24-09-2023,176,BOMDEL,BOMDEL,BB,36,1.17,4567,19:00
25-09-2023,177,BOMDEL,BOMDEL,BB,22,0.84,4567,19:00
26-09-2023,178,BOMDEL,BOMDEL,BB,41,1.1,4567,19:00
27-09-2023,179,BOMDEL,BOMDEL,BB,22,0.78,4567,19:00
28-09-2023,180,BOMDEL,BOMDEL,BB,22,0.69,4567,19:00
01-04-2023,0,BOMDEL,BOMDEL,CC,278,0.83,5678,23:30
02-04-2023,1,BOMDEL,BOMDEL,CC,278,0.78,5678,23:30
03-04-2023,2,BOMDEL,BOMDEL,CC,305,0.95,5678,23:30
04-04-2023,3,BOMDEL,BOMDEL,CC,295,1.03,5678,23:30
05-04-2023,4,BOMDEL,BOMDEL,CC,305,1.05,5678,23:30
06-04-2023,5,BOMDEL,BOMDEL,CC,278,0.93,5678,23:30
07-04-2023,6,BOMDEL,BOMDEL,CC,277,0.87,5678,23:30
08-04-2023,7,BOMDEL,BOMDEL,CC,278,0.75,5678,23:30
09-04-2023,8,BOMDEL,BOMDEL,CC,271,0.93,5678,23:30
10-04-2023,9,BOMDEL,BOMDEL,CC,231,0.83,5678,23:30
11-04-2023,10,BOMDEL,BOMDEL,CC,243,0.73,5678,23:30
12-04-2023,11,BOMDEL,BOMDEL,CC,226,0.67,5678,23:30
13-04-2023,12,BOMDEL,BOMDEL,CC,271,0.95,5678,23:30
14-04-2023,13,BOMDEL,BOMDEL,CC,244,1.17,5678,23:30
15-04-2023,14,BOMDEL,BOMDEL,CC,231,0.78,5678,23:30
16-04-2023,15,BOMDEL,BOMDEL,CC,257,0.95,5678,23:30
17-04-2023,16,BOMDEL,BOMDEL,CC,162,0.84,5678,23:30
18-04-2023,17,BOMDEL,BOMDEL,CC,157,0.77,5678,23:30
19-04-2023,18,BOMDEL,BOMDEL,CC,157,0.66,5678,23:30
20-04-2023,19,BOMDEL,BOMDEL,CC,204,0.95,5678,23:30
21-04-2023,20,BOMDEL,BOMDEL,CC,210,0.99,5678,23:30
22-04-2023,21,BOMDEL,BOMDEL,CC,157,0.65,5678,23:30
23-04-2023,22,BOMDEL,BOMDEL,CC,162,0.58,5678,23:30
24-04-2023,23,BOMDEL,BOMDEL,CC,162,0.5,5678,23:30
25-04-2023,24,BOMDEL,BOMDEL,CC,168,0.84,5678,23:30
26-04-2023,25,BOMDEL,BOMDEL,CC,157,0.72,5678,23:30
27-04-2023,26,BOMDEL,BOMDEL,CC,183,0.95,5678,23:30
28-04-2023,27,BOMDEL,BOMDEL,CC,157,0.73,5678,23:30
29-04-2023,28,BOMDEL,BOMDEL,CC,162,0.79,5678,23:30
30-04-2023,29,BOMDEL,BOMDEL,CC,204,1.09,5678,23:30
01-05-2023,30,BOMDEL,BOMDEL,CC,211,1.19,5678,23:30
02-05-2023,31,BOMDEL,BOMDEL,CC,143,0.77,5678,23:30
03-05-2023,32,BOMDEL,BOMDEL,CC,150,0.93,5678,23:30
04-05-2023,33,BOMDEL,BOMDEL,CC,157,1.2,5678,23:30
05-05-2023,34,BOMDEL,BOMDEL,CC,162,1.18,5678,23:30
06-05-2023,35,BOMDEL,BOMDEL,CC,105,0.83,5678,23:30
07-05-2023,36,BOMDEL,BOMDEL,CC,105,0.78,5678,23:30
08-05-2023,37,BOMDEL,BOMDEL,CC,143,1.04,5678,23:30
09-05-2023,38,BOMDEL,BOMDEL,CC,125,0.77,5678,23:30
10-05-2023,39,BOMDEL,BOMDEL,CC,134,0.88,5678,23:30
11-05-2023,40,BOMDEL,BOMDEL,CC,112,0.74,5678,23:30
12-05-2023,41,BOMDEL,BOMDEL,CC,105,0.63,5678,23:30
13-05-2023,42,BOMDEL,BOMDEL,CC,105,0.61,5678,23:30
14-05-2023,43,BOMDEL,BOMDEL,CC,104,0.5,5678,23:30
15-05-2023,44,BOMDEL,BOMDEL,CC,105,0.62,5678,23:30
16-05-2023,45,BOMDEL,BOMDEL,CC,143,1.18,5678,23:30
17-05-2023,46,BOMDEL,BOMDEL,CC,112,0.82,5678,23:30
18-05-2023,47,BOMDEL,BOMDEL,CC,143,0.95,5678,23:30
19-05-2023,48,BOMDEL,BOMDEL,CC,105,0.74,5678,23:30
20-05-2023,49,BOMDEL,BOMDEL,CC,105,0.71,5678,23:30
21-05-2023,50,BOMDEL,BOMDEL,CC,157,0.95,5678,23:30
22-05-2023,51,BOMDEL,BOMDEL,CC,105,0.76,5678,23:30
23-05-2023,52,BOMDEL,BOMDEL,CC,105,0.64,5678,23:30
24-05-2023,53,BOMDEL,BOMDEL,CC,105,0.56,5678,23:30
25-05-2023,54,BOMDEL,BOMDEL,CC,105,0.48,5678,23:30
26-05-2023,55,BOMDEL,BOMDEL,CC,105,0.73,5678,23:30
27-05-2023,56,BOMDEL,BOMDEL,CC,105,0.65,5678,23:30
28-05-2023,57,BOMDEL,BOMDEL,CC,150,1.04,5678,23:30
29-05-2023,58,BOMDEL,BOMDEL,CC,112,0.85,5678,23:30
30-05-2023,59,BOMDEL,BOMDEL,CC,105,0.74,5678,23:30
31-05-2023,60,BOMDEL,BOMDEL,CC,105,0.64,5678,23:30
01-06-2023,61,BOMDEL,BOMDEL,CC,98,0.98,5678,23:30
02-06-2023,62,BOMDEL,BOMDEL,CC,98,0.9,5678,23:30
03-06-2023,63,BOMDEL,BOMDEL,CC,112,1.01,5678,23:30
04-06-2023,64,BOMDEL,BOMDEL,CC,74,0.85,5678,23:30
05-06-2023,65,BOMDEL,BOMDEL,CC,112,1,5678,23:30
06-06-2023,66,BOMDEL,BOMDEL,CC,98,0.9,5678,23:30
07-06-2023,67,BOMDEL,BOMDEL,CC,98,1.1,5678,23:30
08-06-2023,68,BOMDEL,BOMDEL,CC,118,1.15,5678,23:30
09-06-2023,69,BOMDEL,BOMDEL,CC,74,0.85,5678,23:30
10-06-2023,70,BOMDEL,BOMDEL,CC,98,0.9,5678,23:30
11-06-2023,71,BOMDEL,BOMDEL,CC,74,0.76,5678,23:30
12-06-2023,72,BOMDEL,BOMDEL,CC,74,0.67,5678,23:30
13-06-2023,73,BOMDEL,BOMDEL,CC,105,0.95,5678,23:30
14-06-2023,74,BOMDEL,BOMDEL,CC,74,0.78,5678,23:30
15-06-2023,75,BOMDEL,BOMDEL,CC,78,0.65,5678,23:30
16-06-2023,76,BOMDEL,BOMDEL,CC,74,0.54,5678,23:30
17-06-2023,77,BOMDEL,BOMDEL,CC,98,0.95,5678,23:30
18-06-2023,78,BOMDEL,BOMDEL,CC,85,0.88,5678,23:30
19-06-2023,79,BOMDEL,BOMDEL,CC,98,1.12,5678,23:30
20-06-2023,80,BOMDEL,BOMDEL,CC,74,0.88,5678,23:30
21-06-2023,81,BOMDEL,BOMDEL,CC,91,0.93,5678,23:30
22-06-2023,82,BOMDEL,BOMDEL,CC,85,0.86,5678,23:30
23-06-2023,83,BOMDEL,BOMDEL,CC,85,0.84,5678,23:30
24-06-2023,84,BOMDEL,BOMDEL,CC,78,0.78,5678,23:30
25-06-2023,85,BOMDEL,BOMDEL,CC,85,0.83,5678,23:30
26-06-2023,86,BOMDEL,BOMDEL,CC,74,0.76,5678,23:30
27-06-2023,87,BOMDEL,BOMDEL,CC,125,1.1,5678,23:30
28-06-2023,88,BOMDEL,BOMDEL,CC,112,0.95,5678,23:30
29-06-2023,89,BOMDEL,BOMDEL,CC,91,0.92,5678,23:30
30-06-2023,90,BOMDEL,BOMDEL,CC,96,1.1,5678,23:30
01-07-2023,91,BOMDEL,BOMDEL,CC,68,0.95,5678,23:30
02-07-2023,92,BOMDEL,BOMDEL,CC,78,1.2,5678,23:30
03-07-2023,93,BOMDEL,BOMDEL,CC,64,0.78,5678,23:30
04-07-2023,94,BOMDEL,BOMDEL,CC,59,0.72,5678,23:30
05-07-2023,95,BOMDEL,BOMDEL,CC,59,0.87,5678,23:30
06-07-2023,96,BOMDEL,BOMDEL,CC,63,1.09,5678,23:30
07-07-2023,97,BOMDEL,BOMDEL,CC,59,0.84,5678,23:30
08-07-2023,98,BOMDEL,BOMDEL,CC,68,1.09,5678,23:30
09-07-2023,99,BOMDEL,BOMDEL,CC,59,0.9,5678,23:30
10-07-2023,100,BOMDEL,BOMDEL,CC,59,0.78,5678,23:30
11-07-2023,101,BOMDEL,BOMDEL,CC,59,0.67,5678,23:30
12-07-2023,102,BOMDEL,BOMDEL,CC,59,0.69,5678,23:30
13-07-2023,103,BOMDEL,BOMDEL,CC,59,0.64,5678,23:30
14-07-2023,104,BOMDEL,BOMDEL,CC,59,0.7,5678,23:30
15-07-2023,105,BOMDEL,BOMDEL,CC,64,0.82,5678,23:30
16-07-2023,106,BOMDEL,BOMDEL,CC,68,0.92,5678,23:30
17-07-2023,107,BOMDEL,BOMDEL,CC,59,0.76,5678,23:30
18-07-2023,108,BOMDEL,BOMDEL,CC,59,0.78,5678,23:30
19-07-2023,109,BOMDEL,BOMDEL,CC,64,0.84,5678,23:30
20-07-2023,110,BOMDEL,BOMDEL,CC,59,0.72,5678,23:30
21-07-2023,111,BOMDEL,BOMDEL,CC,59,0.67,5678,23:30
22-07-2023,112,BOMDEL,BOMDEL,CC,74,0.95,5678,23:30
23-07-2023,113,BOMDEL,BOMDEL,CC,59,0.78,5678,23:30
24-07-2023,114,BOMDEL,BOMDEL,CC,59,0.65,5678,23:30
25-07-2023,115,BOMDEL,BOMDEL,CC,68,0.91,5678,23:30
26-07-2023,116,BOMDEL,BOMDEL,CC,64,0.68,5678,23:30
27-07-2023,117,BOMDEL,BOMDEL,CC,68,0.95,5678,23:30
28-07-2023,118,BOMDEL,BOMDEL,CC,68,0.94,5678,23:30
29-07-2023,119,BOMDEL,BOMDEL,CC,59,0.78,5678,23:30
30-07-2023,120,BOMDEL,BOMDEL,CC,59,0.72,5678,23:30
31-07-2023,121,BOMDEL,BOMDEL,CC,40,0.67,5678,23:30
01-08-2023,122,BOMDEL,BOMDEL,CC,54,0.92,5678,23:30
02-08-2023,123,BOMDEL,BOMDEL,CC,49,0.78,5678,23:30
03-08-2023,124,BOMDEL,BOMDEL,CC,40,0.67,5678,23:30
04-08-2023,125,BOMDEL,BOMDEL,CC,47,0.64,5678,23:30
05-08-2023,126,BOMDEL,BOMDEL,CC,40,0.67,5678,23:30
06-08-2023,127,BOMDEL,BOMDEL,CC,54,0.84,5678,23:30
07-08-2023,128,BOMDEL,BOMDEL,CC,40,0.69,5678,23:30
08-08-2023,129,BOMDEL,BOMDEL,CC,54,0.95,5678,23:30
09-08-2023,130,BOMDEL,BOMDEL,CC,40,0.79,5678,23:30
10-08-2023,131,BOMDEL,BOMDEL,CC,54,1.07,5678,23:30
11-08-2023,132,BOMDEL,BOMDEL,CC,49,0.85,5678,23:30
12-08-2023,133,BOMDEL,BOMDEL,CC,40,0.77,5678,23:30
13-08-2023,134,BOMDEL,BOMDEL,CC,40,0.71,5678,23:30
14-08-2023,135,BOMDEL,BOMDEL,CC,54,1.15,5678,23:30
15-08-2023,136,BOMDEL,BOMDEL,CC,40,0.78,5678,23:30
16-08-2023,137,BOMDEL,BOMDEL,CC,54,0.88,5678,23:30
17-08-2023,138,BOMDEL,BOMDEL,CC,40,0.65,5678,23:30
18-08-2023,139,BOMDEL,BOMDEL,CC,40,0.64,5678,23:30
19-08-2023,140,BOMDEL,BOMDEL,CC,54,0.95,5678,23:30
20-08-2023,141,BOMDEL,BOMDEL,CC,40,0.78,5678,23:30
21-08-2023,142,BOMDEL,BOMDEL,CC,40,0.64,5678,23:30
22-08-2023,143,BOMDEL,BOMDEL,CC,40,0.56,5678,23:30
23-08-2023,144,BOMDEL,BOMDEL,CC,54,0.85,5678,23:30
24-08-2023,145,BOMDEL,BOMDEL,CC,54,0.96,5678,23:30
25-08-2023,146,BOMDEL,BOMDEL,CC,59,1.08,5678,23:30
26-08-2023,147,BOMDEL,BOMDEL,CC,40,0.83,5678,23:30
27-08-2023,148,BOMDEL,BOMDEL,CC,44,0.72,5678,23:30
28-08-2023,149,BOMDEL,BOMDEL,CC,44,0.74,5678,23:30
29-08-2023,150,BOMDEL,BOMDEL,CC,54,0.95,5678,23:30
30-08-2023,151,BOMDEL,BOMDEL,CC,36,0.81,5678,23:30
31-08-2023,152,BOMDEL,BOMDEL,CC,40,1.15,5678,23:30
01-09-2023,153,BOMDEL,BOMDEL,CC,32,0.87,5678,23:30
02-09-2023,154,BOMDEL,BOMDEL,CC,36,0.78,5678,23:30
03-09-2023,155,BOMDEL,BOMDEL,CC,36,0.69,5678,23:30
04-09-2023,156,BOMDEL,BOMDEL,CC,28,0.63,5678,23:30
05-09-2023,157,BOMDEL,BOMDEL,CC,36,0.95,5678,23:30
06-09-2023,158,BOMDEL,BOMDEL,CC,28,0.73,5678,23:30
07-09-2023,159,BOMDEL,BOMDEL,CC,36,1.13,5678,23:30
08-09-2023,160,BOMDEL,BOMDEL,CC,28,0.85,5678,23:30
09-09-2023,161,BOMDEL,BOMDEL,CC,32,0.76,5678,23:30
10-09-2023,162,BOMDEL,BOMDEL,CC,36,1.04,5678,23:30
11-09-2023,163,BOMDEL,BOMDEL,CC,36,0.82,5678,23:30
12-09-2023,164,BOMDEL,BOMDEL,CC,28,0.64,5678,23:30
13-09-2023,165,BOMDEL,BOMDEL,CC,32,0.59,5678,23:30
14-09-2023,166,BOMDEL,BOMDEL,CC,28,0.68,5678,23:30
15-09-2023,167,BOMDEL,BOMDEL,CC,28,0.62,5678,23:30
16-09-2023,168,BOMDEL,BOMDEL,CC,28,0.76,5678,23:30
17-09-2023,169,BOMDEL,BOMDEL,CC,36,0.84,5678,23:30
18-09-2023,170,BOMDEL,BOMDEL,CC,28,0.72,5678,23:30
19-09-2023,171,BOMDEL,BOMDEL,CC,28,0.63,5678,23:30
20-09-2023,172,BOMDEL,BOMDEL,CC,36,0.82,5678,23:30
21-09-2023,173,BOMDEL,BOMDEL,CC,36,1.01,5678,23:30
22-09-2023,174,BOMDEL,BOMDEL,CC,49,1.14,5678,23:30
23-09-2023,175,BOMDEL,BOMDEL,CC,44,1.13,5678,23:30
24-09-2023,176,BOMDEL,BOMDEL,CC,36,1.17,5678,23:30
25-09-2023,177,BOMDEL,BOMDEL,CC,28,0.84,5678,23:30
26-09-2023,178,BOMDEL,BOMDEL,CC,40,1.1,5678,23:30
27-09-2023,179,BOMDEL,BOMDEL,CC,28,0.78,5678,23:30
28-09-2023,180,BOMDEL,BOMDEL,CC,28,0.69,5678,23:30
01-04-2023,0,BOMDEL,BOMDEL,AA,277,0.83,2393,23:30
02-04-2023,1,BOMDEL,BOMDEL,AA,277,0.78,2393,23:30
03-04-2023,2,BOMDEL,BOMDEL,AA,295,0.95,2393,23:30
04-04-2023,3,BOMDEL,BOMDEL,AA,295,1.03,2393,23:30
05-04-2023,4,BOMDEL,BOMDEL,AA,325,1.05,2393,23:30
06-04-2023,5,BOMDEL,BOMDEL,AA,277,0.93,2393,23:30
07-04-2023,6,BOMDEL,BOMDEL,AA,284,0.87,2393,23:30
08-04-2023,7,BOMDEL,BOMDEL,AA,290,0.75,2393,23:30
09-04-2023,8,BOMDEL,BOMDEL,AA,263,0.93,2393,23:30
10-04-2023,9,BOMDEL,BOMDEL,AA,231,0.83,2393,23:30
11-04-2023,10,BOMDEL,BOMDEL,AA,231,0.73,2393,23:30
12-04-2023,11,BOMDEL,BOMDEL,AA,231,0.67,2393,23:30
13-04-2023,12,BOMDEL,BOMDEL,AA,254,0.95,2393,23:30
14-04-2023,13,BOMDEL,BOMDEL,AA,271,1.17,2393,23:30
15-04-2023,14,BOMDEL,BOMDEL,AA,231,0.78,2393,23:30
16-04-2023,15,BOMDEL,BOMDEL,AA,254,0.95,2393,23:30
17-04-2023,16,BOMDEL,BOMDEL,AA,162,0.84,2393,23:30
18-04-2023,17,BOMDEL,BOMDEL,AA,162,0.77,2393,23:30
19-04-2023,18,BOMDEL,BOMDEL,AA,162,0.66,2393,23:30
20-04-2023,19,BOMDEL,BOMDEL,AA,191,0.95,2393,23:30
21-04-2023,20,BOMDEL,BOMDEL,AA,204,0.99,2393,23:30
22-04-2023,21,BOMDEL,BOMDEL,AA,162,0.65,2393,23:30
23-04-2023,22,BOMDEL,BOMDEL,AA,162,0.58,2393,23:30
24-04-2023,23,BOMDEL,BOMDEL,AA,162,0.5,2393,23:30
25-04-2023,24,BOMDEL,BOMDEL,AA,177,0.84,2393,23:30
26-04-2023,25,BOMDEL,BOMDEL,AA,162,0.72,2393,23:30
27-04-2023,26,BOMDEL,BOMDEL,AA,210,0.95,2393,23:30
28-04-2023,27,BOMDEL,BOMDEL,AA,162,0.73,2393,23:30
29-04-2023,28,BOMDEL,BOMDEL,AA,162,0.79,2393,23:30
30-04-2023,29,BOMDEL,BOMDEL,AA,210,1.09,2393,23:30
01-05-2023,30,BOMDEL,BOMDEL,AA,219,1.19,2393,23:30
02-05-2023,31,BOMDEL,BOMDEL,AA,132,0.77,2393,23:30
03-05-2023,32,BOMDEL,BOMDEL,AA,143,0.93,2393,23:30
04-05-2023,33,BOMDEL,BOMDEL,AA,162,1.2,2393,23:30
05-05-2023,34,BOMDEL,BOMDEL,AA,162,1.18,2393,23:30
06-05-2023,35,BOMDEL,BOMDEL,AA,104,0.83,2393,23:30
07-05-2023,36,BOMDEL,BOMDEL,AA,104,0.78,2393,23:30
08-05-2023,37,BOMDEL,BOMDEL,AA,150,1.04,2393,23:30
09-05-2023,38,BOMDEL,BOMDEL,AA,125,0.77,2393,23:30
10-05-2023,39,BOMDEL,BOMDEL,AA,150,0.88,2393,23:30
11-05-2023,40,BOMDEL,BOMDEL,AA,112,0.74,2393,23:30
12-05-2023,41,BOMDEL,BOMDEL,AA,104,0.63,2393,23:30
13-05-2023,42,BOMDEL,BOMDEL,AA,104,0.61,2393,23:30
14-05-2023,43,BOMDEL,BOMDEL,AA,104,0.5,2393,23:30
15-05-2023,44,BOMDEL,BOMDEL,AA,112,0.62,2393,23:30
16-05-2023,45,BOMDEL,BOMDEL,AA,143,1.18,2393,23:30
17-05-2023,46,BOMDEL,BOMDEL,AA,112,0.82,2393,23:30
18-05-2023,47,BOMDEL,BOMDEL,AA,162,0.95,2393,23:30
19-05-2023,48,BOMDEL,BOMDEL,AA,104,0.74,2393,23:30
20-05-2023,49,BOMDEL,BOMDEL,AA,112,0.71,2393,23:30
21-05-2023,50,BOMDEL,BOMDEL,AA,162,0.95,2393,23:30
22-05-2023,51,BOMDEL,BOMDEL,AA,104,0.76,2393,23:30
23-05-2023,52,BOMDEL,BOMDEL,AA,112,0.64,2393,23:30
24-05-2023,53,BOMDEL,BOMDEL,AA,104,0.56,2393,23:30
25-05-2023,54,BOMDEL,BOMDEL,AA,104,0.48,2393,23:30
26-05-2023,55,BOMDEL,BOMDEL,AA,112,0.73,2393,23:30
27-05-2023,56,BOMDEL,BOMDEL,AA,104,0.65,2393,23:30
28-05-2023,57,BOMDEL,BOMDEL,AA,150,1.04,2393,23:30
29-05-2023,58,BOMDEL,BOMDEL,AA,112,0.85,2393,23:30
30-05-2023,59,BOMDEL,BOMDEL,AA,104,0.74,2393,23:30
31-05-2023,60,BOMDEL,BOMDEL,AA,112,0.64,2393,23:30
01-06-2023,61,BOMDEL,BOMDEL,AA,112,0.98,2393,23:30
02-06-2023,62,BOMDEL,BOMDEL,AA,96,0.9,2393,23:30
03-06-2023,63,BOMDEL,BOMDEL,AA,90,1.01,2393,23:30
04-06-2023,64,BOMDEL,BOMDEL,AA,75,0.85,2393,23:30
05-06-2023,65,BOMDEL,BOMDEL,AA,96,1,2393,23:30
06-06-2023,66,BOMDEL,BOMDEL,AA,90,0.9,2393,23:30
07-06-2023,67,BOMDEL,BOMDEL,AA,104,1.1,2393,23:30
08-06-2023,68,BOMDEL,BOMDEL,AA,112,1.15,2393,23:30
09-06-2023,69,BOMDEL,BOMDEL,AA,75,0.85,2393,23:30
10-06-2023,70,BOMDEL,BOMDEL,AA,96,0.9,2393,23:30
11-06-2023,71,BOMDEL,BOMDEL,AA,75,0.76,2393,23:30
12-06-2023,72,BOMDEL,BOMDEL,AA,75,0.67,2393,23:30
13-06-2023,73,BOMDEL,BOMDEL,AA,104,0.95,2393,23:30
14-06-2023,74,BOMDEL,BOMDEL,AA,75,0.78,2393,23:30
15-06-2023,75,BOMDEL,BOMDEL,AA,79,0.65,2393,23:30
16-06-2023,76,BOMDEL,BOMDEL,AA,79,0.54,2393,23:30
17-06-2023,77,BOMDEL,BOMDEL,AA,125,0.95,2393,23:30
18-06-2023,78,BOMDEL,BOMDEL,AA,84,0.88,2393,23:30
19-06-2023,79,BOMDEL,BOMDEL,AA,96,1.12,2393,23:30
20-06-2023,80,BOMDEL,BOMDEL,AA,75,0.88,2393,23:30
21-06-2023,81,BOMDEL,BOMDEL,AA,90,0.93,2393,23:30
22-06-2023,82,BOMDEL,BOMDEL,AA,84,0.86,2393,23:30
23-06-2023,83,BOMDEL,BOMDEL,AA,84,0.84,2393,23:30
24-06-2023,84,BOMDEL,BOMDEL,AA,79,0.78,2393,23:30
25-06-2023,85,BOMDEL,BOMDEL,AA,84,0.83,2393,23:30
26-06-2023,86,BOMDEL,BOMDEL,AA,75,0.76,2393,23:30
27-06-2023,87,BOMDEL,BOMDEL,AA,112,1.1,2393,23:30
28-06-2023,88,BOMDEL,BOMDEL,AA,112,0.95,2393,23:30
29-06-2023,89,BOMDEL,BOMDEL,AA,90,0.92,2393,23:30
30-06-2023,90,BOMDEL,BOMDEL,AA,96,1.1,2393,23:30
01-07-2023,91,BOMDEL,BOMDEL,AA,68,0.95,2393,23:30
02-07-2023,92,BOMDEL,BOMDEL,AA,75,1.2,2393,23:30
03-07-2023,93,BOMDEL,BOMDEL,AA,63,0.78,2393,23:30
04-07-2023,94,BOMDEL,BOMDEL,AA,59,0.72,2393,23:30
05-07-2023,95,BOMDEL,BOMDEL,AA,63,0.87,2393,23:30
06-07-2023,96,BOMDEL,BOMDEL,AA,68,1.09,2393,23:30
07-07-2023,97,BOMDEL,BOMDEL,AA,59,0.84,2393,23:30
08-07-2023,98,BOMDEL,BOMDEL,AA,75,1.09,2393,23:30
09-07-2023,99,BOMDEL,BOMDEL,AA,68,0.9,2393,23:30
10-07-2023,100,BOMDEL,BOMDEL,AA,63,0.78,2393,23:30
11-07-2023,101,BOMDEL,BOMDEL,AA,63,0.67,2393,23:30
12-07-2023,102,BOMDEL,BOMDEL,AA,63,0.69,2393,23:30
13-07-2023,103,BOMDEL,BOMDEL,AA,63,0.64,2393,23:30
14-07-2023,104,BOMDEL,BOMDEL,AA,63,0.7,2393,23:30
15-07-2023,105,BOMDEL,BOMDEL,AA,63,0.82,2393,23:30
16-07-2023,106,BOMDEL,BOMDEL,AA,68,0.92,2393,23:30
17-07-2023,107,BOMDEL,BOMDEL,AA,59,0.76,2393,23:30
18-07-2023,108,BOMDEL,BOMDEL,AA,59,0.78,2393,23:30
